"Div.Name","Sch.Name","Subject","All Students","Asian","Black","Economically Disadvantaged","English Learners","Female","Hispanic","Male","Students with Disabilities","White"
"Rappahannock County ","Rappahannock County Elementary","Science",89,NA,NA,74,NA,92,NA,86,83,91
"Rappahannock County ","Rappahannock County High","English: Reading",85,NA,NA,77,NA,91,67,77,46,89
"Rappahannock County ","Rappahannock County High","English: Writing",79,NA,NA,69,NA,86,57,70,31,82
"Rappahannock County ","Rappahannock County High","History and Social Sciences",67,NA,NA,64,NA,69,50,65,20,69
"Rappahannock County ","Rappahannock County High","Mathematics",88,NA,60,82,33,89,46,86,69,94
"Rappahannock County ","Rappahannock County High","Science",88,NA,80,83,NA,85,60,91,65,91
"Arlington County ","Washington-Liberty High","English: Reading",86,88,73,69,22,88,69,84,59,98
"Arlington County ","Washington-Liberty High","English: Writing",83,88,69,66,20,87,66,79,51,97
"Arlington County ","Washington-Liberty High","History and Social Sciences",67,63,53,52,38,64,54,69,44,95
"Arlington County ","Washington-Liberty High","Mathematics",86,90,77,72,67,88,73,84,72,96
"Arlington County ","Washington-Liberty High","Science",89,91,77,76,51,89,78,89,72,98
"Pulaski County ","Dublin Elementary","English: Reading",79,NA,80,67,NA,81,NA,76,44,79
"Pulaski County ","Dublin Elementary","History and Social Sciences",69,NA,NA,50,NA,66,NA,72,13,72
"Pulaski County ","Dublin Elementary","Mathematics",84,NA,70,68,NA,84,NA,84,56,86
"Pulaski County ","Dublin Elementary","Science",83,NA,NA,64,NA,81,NA,85,78,82
"Pulaski County ","Dublin Middle","English: Reading",76,NA,68,68,NA,81,67,72,34,78
"Pulaski County ","Dublin Middle","English: Writing",59,NA,33,48,NA,70,NA,50,14,60
"Pulaski County ","Dublin Middle","History and Social Sciences",71,NA,17,59,NA,72,NA,70,33,75
"Pulaski County ","Dublin Middle","Mathematics",80,NA,55,72,NA,83,44,78,44,83
"Pulaski County ","Dublin Middle","Science",74,NA,33,70,NA,75,NA,74,36,79
"Pulaski County ","Riverlawn Elementary","English: Reading",69,NA,70,62,NA,75,46,64,13,71
"Pulaski County ","Riverlawn Elementary","History and Social Sciences",82,NA,NA,79,NA,95,NA,74,17,78
"Pulaski County ","Riverlawn Elementary","Mathematics",86,NA,80,82,NA,88,92,85,74,87
"Pulaski County ","Riverlawn Elementary","Science",91,NA,NA,93,NA,91,60,91,64,95
"Pulaski County ","Pulaski Middle","English: Reading",74,NA,50,63,NA,78,64,69,34,77
"Pulaski County ","Pulaski Middle","English: Writing",58,NA,60,42,NA,65,NA,52,6,59
"Pulaski County ","Pulaski Middle","History and Social Sciences",75,NA,50,62,NA,65,NA,83,37,76
"Pulaski County ","Pulaski Middle","Mathematics",71,NA,60,61,NA,74,67,68,32,74
"Pulaski County ","Pulaski Middle","Science",77,NA,50,59,NA,70,NA,83,37,80
"Pulaski County ","Snowville Elementary","English: Reading",88,NA,NA,83,NA,89,NA,86,70,87
"Pulaski County ","Snowville Elementary","History and Social Sciences",100,NA,NA,100,NA,100,NA,100,NA,100
"Pulaski County ","Snowville Elementary","Mathematics",91,NA,NA,92,NA,100,NA,83,67,91
"Pulaski County ","Snowville Elementary","Science",95,NA,NA,100,NA,100,NA,88,NA,94
"Pulaski County ","Pulaski Elementary ","English: Reading",76,NA,59,67,NA,76,58,75,40,77
"Pulaski County ","Pulaski Elementary ","History and Social Sciences",89,NA,NA,84,NA,86,NA,91,61,88
"Pulaski County ","Pulaski Elementary ","Mathematics",82,NA,65,79,NA,82,69,81,45,84
"Pulaski County ","Pulaski Elementary ","Science",87,NA,67,82,NA,87,60,88,67,90
"Pulaski County ","Critzer Elementary","English: Reading",61,NA,36,52,NA,67,67,56,21,64
"Pulaski County ","Critzer Elementary","History and Social Sciences",67,NA,NA,59,NA,68,NA,65,36,70
"Pulaski County ","Critzer Elementary","Mathematics",77,NA,55,70,NA,78,83,77,50,80
"Pulaski County ","Critzer Elementary","Science",78,NA,NA,65,NA,83,NA,75,36,80
"Pulaski County ","Pulaski County Senior High","English: Reading",75,NA,38,63,NA,78,70,73,27,79
"Pulaski County ","Pulaski County Senior High","English: Writing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulaski County ","Pulaski County Senior High","History and Social Sciences",75,NA,50,63,0,78,50,73,29,78
"Pulaski County ","Pulaski County Senior High","Mathematics",78,NA,69,70,NA,84,77,72,44,79
"Pulaski County ","Pulaski County Senior High","Science",76,NA,57,65,NA,78,73,75,24,78
"Arlington County ","Discovery Elementary","English: Reading",88,90,67,75,40,89,72,87,68,89
"Arlington County ","Discovery Elementary","History and Social Sciences",95,100,NA,NA,NA,92,90,98,78,95
"Arlington County ","Discovery Elementary","Mathematics",95,100,83,75,80,94,83,97,84,97
"Arlington County ","Discovery Elementary","Science",95,100,NA,88,NA,96,75,95,93,96
"Arlington County ","Claremont Immersion","English: Reading",78,88,89,55,36,83,67,69,33,90
"Arlington County ","Claremont Immersion","History and Social Sciences",80,NA,50,61,60,78,70,82,43,97
"Arlington County ","Claremont Immersion","Mathematics",85,88,78,75,75,83,82,89,56,92
"Arlington County ","Claremont Immersion","Science",70,NA,NA,51,23,71,57,69,37,92
"Arlington County ","Arlington Community High","English: Reading",69,NA,NA,83,NA,71,33,67,NA,NA
"Arlington County ","Arlington Community High","English: Writing",78,NA,NA,60,NA,80,NA,NA,NA,NA
"Arlington County ","Arlington Community High","History and Social Sciences",55,60,83,71,44,42,33,75,NA,NA
"Arlington County ","Arlington Community High","Mathematics",80,NA,NA,86,73,100,75,63,NA,NA
"Arlington County ","Arlington Community High","Science",100,NA,NA,NA,100,NA,NA,NA,NA,NA
"Arlington County ","Campbell Elementary","English: Reading",78,100,80,65,44,82,60,75,54,91
"Arlington County ","Campbell Elementary","History and Social Sciences",75,NA,50,71,NA,71,87,78,75,80
"Arlington County ","Campbell Elementary","Mathematics",86,100,83,76,64,90,75,83,58,95
"Arlington County ","Campbell Elementary","Science",75,100,82,57,18,77,45,74,39,91
"Arlington County ","Hoffman-Boston Elementary","English: Reading",71,70,76,62,46,78,59,67,50,86
"Arlington County ","Hoffman-Boston Elementary","History and Social Sciences",55,86,31,44,NA,47,75,61,25,63
"Arlington County ","Hoffman-Boston Elementary","Mathematics",87,95,82,83,84,91,82,84,53,89
"Arlington County ","Hoffman-Boston Elementary","Science",70,64,57,59,44,65,71,73,50,90
"Arlington County ","Arlington Science Focus","English: Reading",94,93,94,90,76,97,92,92,67,96
"Arlington County ","Arlington Science Focus","History and Social Sciences",96,93,100,88,75,96,86,97,89,98
"Arlington County ","Arlington Science Focus","Mathematics",97,97,94,93,84,98,92,96,73,98
"Arlington County ","Arlington Science Focus","Science",97,96,100,89,71,97,88,97,92,98
"Arlington County ","Gunston Middle","English: Reading",80,88,63,62,25,84,71,76,44,94
"Arlington County ","Gunston Middle","English: Writing",85,90,64,70,NA,89,84,81,30,91
"Arlington County ","Gunston Middle","History and Social Sciences",77,82,59,52,19,80,64,74,36,94
"Arlington County ","Gunston Middle","Mathematics",83,93,70,67,46,84,75,82,37,93
"Arlington County ","Gunston Middle","Science",79,86,67,58,13,82,64,76,36,93
"Prince William County ","Chris Yung Elementary","English: Reading",78,91,69,68,52,83,63,73,54,87
"Prince William County ","Chris Yung Elementary","History and Social Sciences",93,100,81,86,NA,95,95,91,81,100
"Prince William County ","Chris Yung Elementary","Mathematics",89,94,83,80,78,90,83,88,65,97
"Prince William County ","Chris Yung Elementary","Science",90,100,88,87,78,90,82,90,64,95
"Prince William County ","Gainesville Middle","English: Reading",85,95,81,72,31,88,76,83,53,86
"Prince William County ","Gainesville Middle","English: Writing",78,92,64,68,19,84,79,72,34,77
"Prince William County ","Gainesville Middle","History and Social Sciences",95,98,94,91,69,96,91,94,75,95
"Prince William County ","Gainesville Middle","Mathematics",92,99,86,86,75,93,91,90,65,91
"Prince William County ","Gainesville Middle","Science",93,97,90,93,71,94,95,93,72,93
"Prince William County ","Buckland Mills Elementary","English: Reading",87,90,77,73,65,91,81,84,61,89
"Prince William County ","Buckland Mills Elementary","History and Social Sciences",88,100,91,80,NA,84,89,92,56,84
"Prince William County ","Buckland Mills Elementary","Mathematics",96,99,92,91,89,99,88,94,82,98
"Prince William County ","Buckland Mills Elementary","Science",89,97,79,74,50,88,82,90,62,89
"Prince William County ","Pennington Elementary","English: Reading",93,94,90,88,50,95,89,91,73,95
"Prince William County ","Pennington Elementary","English: Writing",94,100,93,94,NA,95,92,92,57,88
"Prince William County ","Pennington Elementary","History and Social Sciences",96,94,93,91,80,94,96,97,71,96
"Prince William County ","Pennington Elementary","Mathematics",94,97,91,87,65,94,88,94,73,96
"Prince William County ","Pennington Elementary","Science",93,100,94,85,NA,94,86,92,60,92
"Prince William County ","Rosa Parks Elementary","English: Reading",77,88,75,66,34,78,71,76,66,83
"Prince William County ","Rosa Parks Elementary","History and Social Sciences",91,100,83,89,NA,93,91,89,94,97
"Prince William County ","Rosa Parks Elementary","Mathematics",82,97,79,73,57,82,76,83,59,90
"Prince William County ","Rosa Parks Elementary","Science",85,100,85,78,56,78,78,89,81,89
"Prince William County ","Bull Run Middle","English: Reading",81,84,77,64,24,83,66,80,51,91
"Prince William County ","Bull Run Middle","English: Writing",80,97,64,64,NA,81,68,79,39,87
"Prince William County ","Bull Run Middle","History and Social Sciences",90,94,80,77,43,88,83,93,68,96
"Prince William County ","Bull Run Middle","Mathematics",79,93,78,64,38,82,61,77,49,88
"Prince William County ","Bull Run Middle","Science",84,89,81,62,24,82,64,85,58,96
"Prince William County ","Cedar Point Elementary","English: Reading",81,69,55,67,52,86,82,76,52,89
"Prince William County ","Cedar Point Elementary","History and Social Sciences",86,82,88,62,69,90,74,81,64,91
"Prince William County ","Cedar Point Elementary","Mathematics",87,90,73,73,70,89,79,86,56,93
"Prince William County ","Cedar Point Elementary","Science",90,92,80,76,67,83,82,98,68,95
"Prince William County ","Swans Creek Elementary","English: Reading",76,88,72,70,49,78,72,75,51,82
"Prince William County ","Swans Creek Elementary","History and Social Sciences",88,90,88,84,75,88,77,87,73,92
"Prince William County ","Swans Creek Elementary","Mathematics",88,100,86,87,91,89,84,88,70,92
"Prince William County ","Swans Creek Elementary","Science",82,90,82,75,36,83,78,81,61,77
"Prince William County ","Louise A. Benton Middle","English: Reading",85,94,81,68,31,89,73,82,53,89
"Prince William County ","Louise A. Benton Middle","English: Writing",75,71,65,50,22,86,59,64,38,83
"Prince William County ","Louise A. Benton Middle","History and Social Sciences",91,100,91,73,44,92,78,90,73,93
"Prince William County ","Louise A. Benton Middle","Mathematics",86,95,83,65,35,89,73,84,58,91
"Prince William County ","Louise A. Benton Middle","Science",86,93,87,65,33,88,71,85,61,90
"Prince William County ","Forest Park High","English: Reading",90,98,87,82,19,91,83,89,58,95
"Prince William County ","Forest Park High","English: Writing",87,98,84,78,17,90,79,86,51,93
"Prince William County ","Forest Park High","History and Social Sciences",85,91,80,74,49,85,79,86,56,93
"Prince William County ","Forest Park High","Mathematics",82,90,79,72,61,81,77,83,60,87
"Prince William County ","Forest Park High","Science",84,94,77,71,42,84,76,85,54,93
"Prince William County ","Bristow Run Elementary","English: Reading",83,88,84,74,54,85,82,82,59,83
"Prince William County ","Bristow Run Elementary","History and Social Sciences",90,100,82,80,NA,88,67,92,65,92
"Prince William County ","Bristow Run Elementary","Mathematics",94,100,92,92,100,91,98,96,73,92
"Prince William County ","Bristow Run Elementary","Science",91,100,80,81,NA,87,95,93,54,89
"Prince William County ","Sonnie Penn Elementary","English: Reading",91,93,90,89,68,94,85,87,69,97
"Prince William County ","Sonnie Penn Elementary","History and Social Sciences",89,100,81,83,NA,89,87,88,54,92
"Prince William County ","Sonnie Penn Elementary","Mathematics",93,98,89,89,83,93,88,93,73,98
"Prince William County ","Sonnie Penn Elementary","Science",89,96,80,86,72,89,87,90,71,98
"Prince William County ","Bennett Elementary","English: Reading",78,86,61,62,38,83,71,73,37,85
"Prince William County ","Bennett Elementary","History and Social Sciences",85,100,69,53,50,83,82,88,78,89
"Prince William County ","Bennett Elementary","Mathematics",82,93,68,63,49,83,75,81,43,87
"Prince William County ","Bennett Elementary","Science",77,80,40,63,38,81,61,73,38,89
"Prince William County ","Leesylvania Elementary","English: Reading",75,77,72,67,56,77,75,74,57,81
"Prince William County ","Leesylvania Elementary","History and Social Sciences",76,100,64,75,NA,74,92,79,50,85
"Prince William County ","Leesylvania Elementary","Mathematics",82,77,78,75,74,80,83,84,64,90
"Prince William County ","Leesylvania Elementary","Science",82,70,83,69,58,82,80,82,63,89
"Prince William County ","Old Bridge Elementary","English: Reading",88,85,74,78,71,93,87,84,68,95
"Prince William County ","Old Bridge Elementary","History and Social Sciences",89,100,60,74,NA,86,93,93,44,95
"Prince William County ","Old Bridge Elementary","Mathematics",94,93,88,90,88,96,94,93,76,97
"Prince William County ","Old Bridge Elementary","Science",94,91,81,91,67,96,94,91,83,100
"Prince William County ","Mountain View Elementary","English: Reading",89,92,89,75,43,94,76,84,65,91
"Prince William County ","Mountain View Elementary","History and Social Sciences",88,100,57,67,NA,87,73,88,64,93
"Prince William County ","Mountain View Elementary","Mathematics",90,100,89,75,71,94,79,86,59,91
"Prince William County ","Mountain View Elementary","Science",91,100,89,62,67,94,77,88,62,95
"Prince William County ","Montclair Elementary","English: Reading",82,88,79,74,57,84,69,81,75,92
"Prince William County ","Montclair Elementary","History and Social Sciences",92,NA,87,89,100,89,81,95,83,100
"Prince William County ","Montclair Elementary","Mathematics",86,88,70,82,83,85,91,87,75,96
"Prince William County ","Montclair Elementary","Science",72,91,47,62,0,71,67,73,36,87
"Prince William County ","Osbourn Park High","English: Reading",91,98,94,81,19,94,81,87,71,95
"Prince William County ","Osbourn Park High","English: Writing",92,97,92,88,33,94,88,90,56,94
"Prince William County ","Osbourn Park High","History and Social Sciences",91,98,93,84,53,90,80,92,68,97
"Prince William County ","Osbourn Park High","Mathematics",87,95,87,82,63,89,80,85,73,91
"Prince William County ","Osbourn Park High","Science",87,95,92,77,33,87,73,87,57,94
"Prince William County ","Thurgood Marshall Elementary","English: Reading",89,92,81,73,58,91,75,88,78,93
"Prince William County ","Thurgood Marshall Elementary","History and Social Sciences",97,100,92,93,NA,96,94,98,92,98
"Prince William County ","Thurgood Marshall Elementary","Mathematics",93,92,84,80,65,93,85,94,84,97
"Prince William County ","Thurgood Marshall Elementary","Science",94,90,89,79,33,96,85,91,82,97
"Prince William County ","Stuart M. Beville Middle","English: Reading",73,79,71,67,17,77,70,68,40,80
"Prince William County ","Stuart M. Beville Middle","English: Writing",69,86,67,65,NA,77,71,62,30,58
"Prince William County ","Stuart M. Beville Middle","History and Social Sciences",80,77,74,77,38,76,84,84,59,85
"Prince William County ","Stuart M. Beville Middle","Mathematics",68,76,67,62,28,71,65,64,39,73
"Prince William County ","Stuart M. Beville Middle","Science",71,72,72,67,26,66,69,76,43,75
"Prince William County ","George P. Mullen Elementary","English: Reading",61,82,63,60,37,57,55,65,32,72
"Prince William County ","George P. Mullen Elementary","History and Social Sciences",85,90,73,86,89,83,92,87,NA,93
"Prince William County ","George P. Mullen Elementary","Mathematics",74,85,66,71,58,71,71,77,50,92
"Prince William County ","George P. Mullen Elementary","Science",72,100,69,68,48,60,69,83,50,88
"Prince William County ","Antietam Elementary","English: Reading",79,82,69,71,49,82,78,76,60,86
"Prince William County ","Antietam Elementary","History and Social Sciences",87,100,83,72,63,87,78,88,56,93
"Prince William County ","Antietam Elementary","Mathematics",85,100,80,75,68,83,80,87,60,90
"Prince William County ","Antietam Elementary","Science",82,100,86,69,50,88,77,73,57,82
"Prince William County ","River Oaks Elementary","English: Reading",73,82,77,69,57,75,64,71,23,83
"Prince William County ","River Oaks Elementary","History and Social Sciences",94,100,94,90,100,93,92,95,67,NA
"Prince William County ","River Oaks Elementary","Mathematics",83,100,82,79,78,82,77,85,42,96
"Prince William County ","River Oaks Elementary","Science",83,90,84,79,55,83,79,83,27,83
"Prince William County ","Westridge Elementary","English: Reading",81,74,71,66,41,87,73,77,61,91
"Prince William County ","Westridge Elementary","History and Social Sciences",94,91,85,86,83,93,100,97,79,96
"Prince William County ","Westridge Elementary","Mathematics",89,94,84,85,80,92,84,87,70,91
"Prince William County ","Westridge Elementary","Science",88,92,79,80,70,90,83,86,67,96
"Prince William County ","Sharon C. McAuliffe Elementary","English: Reading",76,88,76,74,68,78,72,74,71,81
"Prince William County ","Sharon C. McAuliffe Elementary","History and Social Sciences",92,NA,90,95,100,91,100,94,87,77
"Prince William County ","Sharon C. McAuliffe Elementary","Mathematics",85,88,86,83,75,88,82,83,74,88
"Prince William County ","Sharon C. McAuliffe Elementary","Science",88,100,90,84,70,97,82,80,83,93
"Prince William County ","Lake Ridge Middle","English: Reading",84,89,78,73,37,87,79,81,46,90
"Prince William County ","Lake Ridge Middle","English: Writing",78,92,66,73,NA,86,81,70,30,82
"Prince William County ","Lake Ridge Middle","History and Social Sciences",94,100,88,91,92,94,95,94,71,98
"Prince William County ","Lake Ridge Middle","Mathematics",87,95,77,79,50,90,86,84,55,92
"Prince William County ","Lake Ridge Middle","Science",88,100,77,80,53,88,85,88,49,95
"Prince William County ","C.D. Hylton High","English: Reading",88,88,87,82,26,92,83,83,62,98
"Prince William County ","C.D. Hylton High","English: Writing",85,91,85,77,35,92,79,79,44,96
"Prince William County ","C.D. Hylton High","History and Social Sciences",74,86,71,70,37,74,72,75,40,80
"Prince William County ","C.D. Hylton High","Mathematics",82,89,80,78,52,84,80,80,59,87
"Prince William County ","C.D. Hylton High","Science",79,89,77,72,39,79,73,78,51,89
"Prince William County ","Neabsco Elementary","English: Reading",61,85,54,58,45,64,60,57,26,74
"Prince William County ","Neabsco Elementary","History and Social Sciences",79,NA,75,80,NA,77,77,80,67,60
"Prince William County ","Neabsco Elementary","Mathematics",71,62,69,70,58,70,70,73,39,85
"Prince William County ","Neabsco Elementary","Science",63,NA,56,55,42,61,59,65,17,83
"Prince William County ","Kerrydale Elementary","English: Reading",65,92,50,63,41,68,62,63,31,90
"Prince William County ","Kerrydale Elementary","History and Social Sciences",86,NA,78,86,91,81,92,93,NA,60
"Prince William County ","Kerrydale Elementary","Mathematics",77,92,41,75,72,76,80,77,41,90
"Prince William County ","Kerrydale Elementary","Science",59,100,18,57,31,54,57,63,43,86
"Prince William County ","Gar-Field High","English: Reading",78,82,80,78,31,80,76,77,43,81
"Prince William County ","Gar-Field High","English: Writing",69,73,70,67,22,72,65,65,45,77
"Prince William County ","Gar-Field High","History and Social Sciences",68,83,67,65,39,67,65,68,39,71
"Prince William County ","Gar-Field High","Mathematics",70,86,73,68,48,75,65,65,47,83
"Prince William County ","Gar-Field High","Science",70,77,69,66,35,73,68,67,39,84
"Prince William County ","Stonewall Jackson High","English: Reading",77,95,72,71,26,76,71,78,47,91
"Prince William County ","Stonewall Jackson High","English: Writing",72,88,74,65,23,79,65,67,45,90
"Prince William County ","Stonewall Jackson High","History and Social Sciences",73,90,72,69,42,70,69,77,54,82
"Prince William County ","Stonewall Jackson High","Mathematics",81,91,84,79,65,84,78,79,61,86
"Prince William County ","Stonewall Jackson High","Science",71,85,74,65,38,70,64,72,50,90
"Prince William County ","Bel Air Elementary","English: Reading",75,43,81,72,52,74,72,75,69,83
"Prince William County ","Bel Air Elementary","History and Social Sciences",93,NA,80,93,100,91,96,95,100,83
"Prince William County ","Bel Air Elementary","Mathematics",84,71,81,82,71,83,83,84,77,88
"Prince William County ","Bel Air Elementary","Science",75,NA,78,77,46,71,72,78,50,71
"Prince William County ","Coles Elementary","English: Reading",86,NA,65,76,64,87,80,85,60,93
"Prince William County ","Coles Elementary","History and Social Sciences",90,NA,57,79,NA,92,100,89,43,96
"Prince William County ","Coles Elementary","Mathematics",92,NA,65,87,87,90,91,94,71,97
"Prince William County ","Coles Elementary","Science",88,NA,40,78,67,89,85,88,53,95
"Prince William County ","George M. Hampton Middle","English: Reading",68,76,75,64,18,74,62,62,38,74
"Prince William County ","George M. Hampton Middle","English: Writing",73,88,71,71,NA,83,73,63,36,71
"Prince William County ","George M. Hampton Middle","History and Social Sciences",73,94,77,72,30,76,68,70,33,91
"Prince William County ","George M. Hampton Middle","Mathematics",69,78,76,66,26,73,65,65,35,73
"Prince William County ","George M. Hampton Middle","Science",67,75,69,64,17,69,63,65,20,78
"Prince William County ","George G. Tyler Elementary","English: Reading",78,81,70,64,32,81,63,74,46,84
"Prince William County ","George G. Tyler Elementary","History and Social Sciences",87,100,70,70,70,88,83,86,64,91
"Prince William County ","George G. Tyler Elementary","Mathematics",84,94,73,72,72,87,73,80,57,88
"Prince William County ","George G. Tyler Elementary","Science",80,91,64,70,20,80,63,78,36,87
"Prince William County ","C.A. Sinclair Elementary","English: Reading",70,84,84,67,46,74,61,66,48,82
"Prince William County ","C.A. Sinclair Elementary","History and Social Sciences",88,100,81,85,87,91,95,85,NA,67
"Prince William County ","C.A. Sinclair Elementary","Mathematics",88,94,96,87,80,90,85,86,71,95
"Prince William County ","C.A. Sinclair Elementary","Science",83,100,82,81,66,84,79,82,57,93
"Prince William County ","Dale City Elementary","English: Reading",73,70,78,68,57,76,71,71,73,88
"Prince William County ","Dale City Elementary","History and Social Sciences",77,NA,59,81,100,76,86,79,64,NA
"Prince William County ","Dale City Elementary","Mathematics",76,80,78,73,69,72,74,80,61,81
"Prince William County ","Dale City Elementary","Science",70,NA,77,65,58,76,71,65,47,NA
"Prince William County ","Belmont Elementary","English: Reading",64,100,75,62,44,68,57,59,52,81
"Prince William County ","Belmont Elementary","History and Social Sciences",97,100,82,95,100,100,100,93,88,100
"Prince William County ","Belmont Elementary","Mathematics",79,100,77,77,68,77,77,82,70,86
"Prince William County ","Belmont Elementary","Science",69,100,80,68,31,67,64,71,36,NA
"Prince William County ","Woodbridge High","English: Reading",86,90,86,79,18,88,79,84,59,93
"Prince William County ","Woodbridge High","English: Writing",80,84,75,69,15,85,71,76,44,92
"Prince William County ","Woodbridge High","History and Social Sciences",82,89,80,73,45,81,78,82,53,86
"Prince William County ","Woodbridge High","Mathematics",84,88,79,79,61,87,82,81,61,89
"Prince William County ","Woodbridge High","Science",80,86,77,71,36,80,73,80,52,89
"Prince William County ","Rippon Middle","English: Reading",73,86,72,65,25,77,66,70,46,89
"Prince William County ","Rippon Middle","English: Writing",62,91,56,54,21,66,53,57,49,77
"Prince William County ","Rippon Middle","History and Social Sciences",82,94,82,78,44,85,78,80,65,88
"Prince William County ","Rippon Middle","Mathematics",78,95,74,72,44,82,74,75,48,93
"Prince William County ","Rippon Middle","Science",76,89,75,69,29,76,68,76,55,88
"Prince William County ","Elizabeth Vaughan Elementary","English: Reading",66,88,69,62,45,68,59,64,42,87
"Prince William County ","Elizabeth Vaughan Elementary","History and Social Sciences",77,100,89,75,52,73,69,80,31,100
"Prince William County ","Elizabeth Vaughan Elementary","Mathematics",80,92,83,78,69,77,77,83,49,87
"Prince William County ","Elizabeth Vaughan Elementary","Science",79,100,76,78,60,78,74,81,53,100
"Prince William County ","Marumsco Hills Elementary","English: Reading",68,95,70,66,45,65,64,70,31,71
"Prince William County ","Marumsco Hills Elementary","History and Social Sciences",86,100,50,85,88,79,90,90,NA,NA
"Prince William County ","Marumsco Hills Elementary","Mathematics",83,100,62,82,77,81,84,84,58,82
"Prince William County ","Marumsco Hills Elementary","Science",67,NA,57,65,34,61,67,74,14,63
"Prince William County ","Woodbridge Middle","English: Reading",78,87,79,71,27,83,70,74,49,88
"Prince William County ","Woodbridge Middle","English: Writing",80,91,75,73,57,89,70,70,45,93
"Prince William County ","Woodbridge Middle","History and Social Sciences",91,96,89,88,48,92,87,90,65,96
"Prince William County ","Woodbridge Middle","Mathematics",80,91,78,73,36,84,72,76,52,91
"Prince William County ","Woodbridge Middle","Science",83,88,82,76,29,84,76,83,53,95
"Prince William County ","Potomac View Elementary","English: Reading",66,61,59,64,38,70,65,61,31,85
"Prince William County ","Potomac View Elementary","History and Social Sciences",72,NA,56,70,80,69,76,76,NA,80
"Prince William County ","Potomac View Elementary","Mathematics",76,84,64,75,60,77,76,75,40,85
"Prince William County ","Potomac View Elementary","Science",71,88,67,68,39,69,69,72,33,83
"Prince William County ","West Gate Elementary","English: Reading",61,67,75,59,44,65,58,57,48,87
"Prince William County ","West Gate Elementary","History and Social Sciences",81,NA,NA,85,NA,69,89,94,NA,71
"Prince William County ","West Gate Elementary","Mathematics",83,64,83,82,75,81,84,85,72,93
"Prince William County ","West Gate Elementary","Science",72,NA,NA,72,55,79,74,67,62,NA
"Prince William County ","Brentsville District High","English: Reading",88,86,86,71,11,88,69,87,55,92
"Prince William County ","Brentsville District High","English: Writing",86,100,71,68,0,91,74,83,49,88
"Prince William County ","Brentsville District High","History and Social Sciences",84,81,84,66,44,83,72,85,54,87
"Prince William County ","Brentsville District High","Mathematics",83,93,81,75,71,86,78,80,56,83
"Prince William County ","Brentsville District High","Science",87,75,74,72,29,89,70,85,60,92
"Prince William County ","Fred M. Lynn Middle","English: Reading",66,74,68,63,22,70,64,62,40,75
"Prince William County ","Fred M. Lynn Middle","English: Writing",51,67,40,49,14,56,52,46,30,67
"Prince William County ","Fred M. Lynn Middle","History and Social Sciences",71,91,70,70,41,69,70,74,43,83
"Prince William County ","Fred M. Lynn Middle","Mathematics",74,92,71,73,43,78,72,70,46,80
"Prince William County ","Fred M. Lynn Middle","Science",65,88,67,62,28,64,62,65,38,68
"Prince William County ","Graham Park Middle","English: Reading",73,95,68,62,20,76,63,69,41,90
"Prince William County ","Graham Park Middle","English: Writing",66,93,55,49,29,75,57,57,31,89
"Prince William County ","Graham Park Middle","History and Social Sciences",84,100,79,77,45,87,79,82,54,98
"Prince William County ","Graham Park Middle","Mathematics",74,97,68,65,44,76,68,72,44,87
"Prince William County ","Graham Park Middle","Science",75,97,69,64,30,76,65,74,39,97
"Prince William County ","Charles J. Colgan Sr. High","English: Reading",94,89,93,90,50,95,93,93,67,95
"Prince William County ","Charles J. Colgan Sr. High","English: Writing",90,91,90,80,32,93,85,87,63,93
"Prince William County ","Charles J. Colgan Sr. High","History and Social Sciences",90,97,86,79,59,90,83,90,66,92
"Prince William County ","Charles J. Colgan Sr. High","Mathematics",84,87,76,74,51,86,77,82,62,89
"Prince William County ","Charles J. Colgan Sr. High","Science",92,94,83,81,56,93,85,90,68,96
"Prince William County ","Parkside Middle","English: Reading",70,87,67,57,22,75,60,67,49,86
"Prince William County ","Parkside Middle","English: Writing",68,93,49,57,100,76,58,61,46,79
"Prince William County ","Parkside Middle","History and Social Sciences",79,93,69,71,49,76,74,83,61,86
"Prince William County ","Parkside Middle","Mathematics",75,95,70,63,36,78,65,72,54,90
"Prince William County ","Parkside Middle","Science",73,97,68,60,32,70,61,76,49,87
"Prince William County ","Signal Hill Elementary","English: Reading",74,85,75,52,34,78,52,69,62,84
"Prince William County ","Signal Hill Elementary","History and Social Sciences",87,100,82,74,NA,88,82,87,71,88
"Prince William County ","Signal Hill Elementary","Mathematics",83,97,81,67,56,80,69,86,77,89
"Prince William County ","Signal Hill Elementary","Science",77,89,93,63,64,80,64,75,59,79
"Prince William County ","E.H. Marsteller Middle","English: Reading",91,95,84,81,57,93,85,89,67,94
"Prince William County ","E.H. Marsteller Middle","English: Writing",86,100,68,74,33,91,78,82,42,90
"Prince William County ","E.H. Marsteller Middle","History and Social Sciences",90,97,82,76,43,89,85,91,62,93
"Prince William County ","E.H. Marsteller Middle","Mathematics",88,97,76,76,45,89,83,88,59,91
"Prince William County ","E.H. Marsteller Middle","Science",92,94,83,80,33,92,86,92,67,95
"Prince William County ","Stonewall Middle","English: Reading",63,80,62,58,21,64,57,61,33,83
"Prince William County ","Stonewall Middle","English: Writing",57,92,42,52,29,61,59,54,17,54
"Prince William County ","Stonewall Middle","History and Social Sciences",79,100,70,75,29,79,76,79,43,91
